customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4958-CUST,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,38.36,971.74,Yes
4959-CUST,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),62.76,2334.18,Yes
4960-CUST,Female,0,No,No,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.25,738.7,No
4961-CUST,Male,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.24,1339.31,Yes
4962-CUST,Female,0,Yes,No,27,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,39.96,1068.36,No
4963-CUST,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),67.76,4067.04,No
4964-CUST,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.78,4011.98,No
4965-CUST,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,68.97,752.23,Yes
4966-CUST,Male,0,No,No,7,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,63.33,451.92,Yes
4967-CUST,Male,1,No,Yes,57,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),34.88,1987.47,No
4968-CUST,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.66,1601.59,No
4969-CUST,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,45.22,1643.11,No
4970-CUST,Female,1,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.37,262.4,No
4971-CUST,Female,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,69.27,1112.28,Yes
4972-CUST,Female,1,No,No,55,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.64,4015.06,Yes
4973-CUST,Female,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.1,3649.65,No
4974-CUST,Female,0,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,1161.5,Yes
4975-CUST,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.79,46.12,Yes
4976-CUST,Male,0,No,No,28,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,34.3,991.76,Yes
4977-CUST,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,78.39,4404.75,Yes
4978-CUST,Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.69,2173.87,Yes
4979-CUST,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),73.77,112.96,Yes
4980-CUST,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),76.71,2303.63,No
4981-CUST,Male,1,No,Yes,43,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,35.14,1513.38,No
4982-CUST,Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,52.0,2872.43,No
4983-CUST,Female,0,No,No,53,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,36.73,1925.94,Yes
4984-CUST,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.7,4101.03,Yes
4985-CUST,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.49,1076.38,No
4986-CUST,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,74.32,3940.03,No
4987-CUST,Male,1,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,520.25,Yes
4988-CUST,Male,1,No,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.53,1109.99,No
4989-CUST,Female,1,Yes,Yes,24,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.35,923.09,No
4990-CUST,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,48.53,1620.65,No
4991-CUST,Male,1,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),76.9,4299.82,No
4992-CUST,Female,0,Yes,Yes,71,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,42.54,3032.46,No
4993-CUST,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1238.72,No
4994-CUST,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,39.81,1066.01,No
4995-CUST,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,69.51,2213.98,No
4996-CUST,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.89,3012.49,Yes
4997-CUST,Male,0,No,No,15,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,51.47,773.01,No
4998-CUST,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),88.63,2238.85,No
4999-CUST,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,78.14,864.84,Yes
5000-CUST,Male,0,No,Yes,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,38.76,1155.76,No
5001-CUST,Male,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.4,512.86,No
5002-CUST,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.11,2636.82,Yes
5003-CUST,Male,0,No,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.59,3394.24,No
5004-CUST,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,78.83,151.83,Yes
5005-CUST,Male,0,No,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.97,1096.19,Yes
5006-CUST,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.38,339.53,No
5007-CUST,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,63.4,4083.16,No
5008-CUST,Female,1,Yes,No,62,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,83.63,5183.87,No
5009-CUST,Male,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,62.35,0.0,No
5010-CUST,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.24,86.25,Yes
5011-CUST,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,48.15,235.91,Yes
5012-CUST,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,72.37,266.03,No
5013-CUST,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.58,6293.39,No
5014-CUST,Male,0,No,Yes,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.84,1868.38,No
5015-CUST,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.41,1370.02,No
5016-CUST,Male,1,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,826.04,No
5017-CUST,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.0,610.79,No
5018-CUST,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,79.39,5576.86,No
5019-CUST,Female,0,No,Yes,21,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,33.63,688.03,Yes
5020-CUST,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.07,5272.59,Yes
5021-CUST,Male,1,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.78,1599.95,Yes
5022-CUST,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),58.01,2423.62,No
5023-CUST,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,1208.01,No
5024-CUST,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),64.67,2722.4,No
5025-CUST,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,76.62,1921.94,No
5026-CUST,Male,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.77,2823.06,Yes
5027-CUST,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,38.11,2614.39,No
5028-CUST,Female,1,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.66,2016.33,No
5029-CUST,Male,1,No,No,16,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,33.5,580.55,Yes
5030-CUST,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.14,588.27,Yes
5031-CUST,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,59.89,3231.24,No
5032-CUST,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.76,305.61,No
5033-CUST,Female,1,No,No,69,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,49.24,3390.95,No
5034-CUST,Female,0,No,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.73,4429.31,Yes
5035-CUST,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.16,286.27,No
5036-CUST,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.57,1199.78,Yes
5037-CUST,Female,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,59.1,3239.02,Yes
5038-CUST,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,78.17,1317.57,Yes
5039-CUST,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),89.15,2738.31,Yes
5040-CUST,Female,1,No,No,47,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),72.06,3415.32,No
5041-CUST,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.23,2110.62,Yes
5042-CUST,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.94,2483.07,No
5043-CUST,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,75.25,1797.92,Yes
5044-CUST,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.34,4568.84,No
5045-CUST,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,59.84,470.8,Yes
5046-CUST,Female,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),62.77,4411.41,Yes
5047-CUST,Female,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.91,896.37,Yes
5048-CUST,Female,1,No,No,19,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,51.2,997.16,Yes
5049-CUST,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.71,671.14,Yes
5050-CUST,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,68.68,707.39,Yes
5051-CUST,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,41.86,1574.26,Yes
5052-CUST,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),75.85,1373.24,Yes
5053-CUST,Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),75.89,1380.75,No
5054-CUST,Male,0,Yes,No,42,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),43.47,1840.61,No
5055-CUST,Female,0,No,Yes,60,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,31.53,1884.89,No
5056-CUST,Male,0,Yes,No,69,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.87,3459.48,No
5057-CUST,Male,0,No,No,71,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.07,5594.55,Yes
5058-CUST,Male,0,No,No,64,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,46.21,2956.9,No
5059-CUST,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,80.36,1791.94,No
5060-CUST,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,74.22,4392.73,No
5061-CUST,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.65,550.04,Yes
5062-CUST,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.74,1218.2,No
5063-CUST,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.76,35.96,No
5064-CUST,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.05,2794.27,Yes
5065-CUST,Female,0,Yes,No,56,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,43.99,2450.61,No
5066-CUST,Male,0,No,Yes,65,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44.22,2891.93,Yes
5067-CUST,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.77,338.9,No
5068-CUST,Male,0,No,No,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),37.68,1557.02,Yes
5069-CUST,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,370.12,Yes
5070-CUST,Male,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,69.34,4520.51,No
5071-CUST,Male,0,Yes,No,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,52.82,1930.18,No
5072-CUST,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1244.56,No
5073-CUST,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,424.83,No
5074-CUST,Male,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),71.32,1776.34,No
5075-CUST,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.28,108.04,Yes
5076-CUST,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,63.25,2830.89,Yes
5077-CUST,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.81,2140.09,Yes
5078-CUST,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,100.89,6143.91,No
5079-CUST,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,57.91,2318.53,No
5080-CUST,Female,0,No,No,14,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),35.21,468.23,No
5081-CUST,Male,0,No,No,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.86,2835.43,No
5082-CUST,Male,1,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),34.7,43.63,Yes
5083-CUST,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,63.98,2333.53,No
5084-CUST,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,73.35,3691.91,No
5085-CUST,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,44.69,725.38,No
5086-CUST,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.42,3889.86,No
5087-CUST,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,41.42,830.05,Yes
5088-CUST,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.16,1863.2,Yes
5089-CUST,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.61,1114.76,No
5090-CUST,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,372.98,No
5091-CUST,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.81,813.57,No
5092-CUST,Female,1,No,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.18,3681.91,Yes
5093-CUST,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,72.4,2301.89,No
5094-CUST,Female,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,998.08,Yes
5095-CUST,Female,0,No,No,40,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),40.4,1623.75,No
5096-CUST,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.7,1006.71,No
5097-CUST,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,87.44,3806.59,Yes
5098-CUST,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.58,5398.99,Yes
5099-CUST,Male,1,Yes,No,10,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),67.83,674.5,No
5100-CUST,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,88.17,1146.73,Yes
5101-CUST,Female,1,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.23,1095.7,No
5102-CUST,Male,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,56.72,587.82,No
5103-CUST,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.63,1349.48,Yes
5104-CUST,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.51,2020.81,No
5105-CUST,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.43,1894.94,No
5106-CUST,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,70.73,3270.44,No
5107-CUST,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,414.14,No
5108-CUST,Female,0,No,Yes,59,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.49,4472.55,No
5109-CUST,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.98,4094.65,Yes
5110-CUST,Male,1,Yes,Yes,26,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.82,2337.56,No
5111-CUST,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),68.04,2877.2,Yes
5112-CUST,Male,1,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.61,1177.42,Yes
5113-CUST,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,1135.15,No
5114-CUST,Female,0,No,No,24,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,32.07,740.8,Yes
5115-CUST,Female,1,Yes,Yes,26,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.7,1455.02,Yes
5116-CUST,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.81,3488.17,No
5117-CUST,Male,1,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.22,755.81,Yes
5118-CUST,Male,0,Yes,No,49,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.39,3331.94,Yes
5119-CUST,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,513.38,Yes
5120-CUST,Female,0,Yes,No,0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),43.14,0.0,Yes
5121-CUST,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),83.09,4412.98,No
5122-CUST,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,46.64,No
5123-CUST,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,99.66,Yes
5124-CUST,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.48,2240.0,No
5125-CUST,Female,1,No,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),63.32,4065.25,Yes
5126-CUST,Female,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.3,557.07,Yes
5127-CUST,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,413.73,No
5128-CUST,Male,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,77.06,3004.99,Yes
5129-CUST,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,71.51,1793.08,No
5130-CUST,Male,1,No,Yes,16,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,39.0,628.95,Yes
5131-CUST,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),76.65,2261.38,No
5132-CUST,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,71.6,4334.69,Yes
5133-CUST,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,50.48,361.16,No
5134-CUST,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.21,1931.19,No
